ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,default payment next month,TOTAL PAID,TOTAL_SPEND,
12560,200000,1,1,1,31,0,0,0,0,0,0,0,45600,999673,
12561,200000,2,3,2,25,-1,-1,-1,0,-1,-1,0,10299,9780,
12562,120000,2,2,2,52,0,0,0,0,0,0,0,54286,747736,
12563,270000,2,3,1,37,-1,-1,-1,-1,-1,-1,1,2989,2940,
12564,300000,2,1,2,31,0,0,0,-1,-1,-1,0,5020,17752,
12565,400000,1,2,2,29,0,0,0,0,0,0,1,10805,261806,
12566,120000,1,3,1,24,0,0,0,-2,-2,-2,0,2500,140472,
12567,130000,1,2,2,25,0,0,0,0,0,0,0,5200,34744,
12568,150000,1,2,1,30,-2,-2,-2,-2,-2,-2,0,338272,556509,
12569,200000,2,1,2,40,1,-2,-2,-2,-2,-2,1,0,0,
12570,130000,1,2,1,49,0,0,0,0,0,0,0,13937,466145,
12571,120000,2,1,2,27,-1,-1,-1,-1,-1,-1,0,6156,6156,
12572,230000,2,2,2,32,-2,-2,-2,-2,-2,-2,0,8287,9455,
12573,50000,1,1,2,26,0,0,-1,-1,-1,-1,0,4200,24844,
12574,10000,2,3,1,49,-1,-1,-2,-1,2,2,1,3010,2684,
12575,360000,1,1,2,28,-2,-2,-2,-2,-2,-2,0,24953,46837,
12576,140000,2,1,2,24,0,0,0,0,0,-1,0,24554,322893,
12577,50000,2,2,2,25,3,2,2,0,0,0,1,5663,203002,
12578,120000,2,2,1,44,0,0,0,0,0,0,0,7280,111697,
12579,500000,1,1,1,56,-1,-1,-1,-1,-1,-1,0,281452,280402,
12580,500000,1,1,2,33,0,0,0,0,0,0,0,97357,213631,
12581,10000,1,2,2,25,-1,2,0,0,-1,-1,0,12578,45456,
12582,160000,2,3,1,39,0,0,0,0,0,0,0,17356,267025,
12583,60000,2,2,2,31,-1,-1,2,-1,-1,-1,0,93941,82848,
12584,60000,2,2,1,40,0,0,0,-1,-1,-1,0,41538,68131,
12585,160000,2,2,2,40,1,-1,-1,-1,-1,-1,0,4132,3793,
12586,500000,2,1,2,40,-1,-1,-1,-1,-2,-1,0,28875,33462,
12587,360000,2,1,1,41,0,0,0,0,0,0,0,7990,501394,
12588,10000,1,2,2,27,2,2,2,0,0,2,1,4800,54446,
12589,30000,2,3,1,44,2,2,2,2,0,0,1,7987,199191,
12590,60000,2,2,2,26,0,0,0,0,0,0,0,34600,115558,
12591,80000,2,2,1,44,0,0,-1,-1,-1,-1,0,2950,5226,
12592,410000,1,2,1,37,-2,-2,-2,-2,-2,-2,0,37802,38621,
12593,70000,2,2,1,27,3,2,3,2,0,0,1,7000,286067,
12594,60000,2,3,2,47,-1,-1,-1,-1,-1,-1,1,3860,4176,
12595,80000,1,2,1,41,0,0,0,0,0,0,0,10000,51633,
12596,30000,1,3,2,38,0,0,0,0,0,0,0,5346,95752,
12597,110000,2,3,1,49,0,0,0,0,0,0,0,19000,332728,
12598,150000,2,2,1,30,-1,-1,2,-1,-1,-1,1,5049,5745,
12599,30000,2,2,1,38,1,2,0,0,0,2,0,4300,46638,
12600,150000,1,3,1,38,0,0,0,0,0,0,0,10200,242283,
12601,50000,1,3,1,55,0,0,2,0,0,2,0,11322,270491,
12602,40000,1,2,3,41,0,0,0,0,0,0,0,8065,223981,
12603,70000,2,2,2,23,0,0,0,0,0,0,0,7869,154267,
12604,100000,1,1,1,46,2,0,0,0,0,0,1,32462,456889,
12605,10000,2,3,2,22,1,2,0,0,2,0,0,4300,57684,
12606,60000,1,3,2,29,0,0,0,0,0,0,0,12566,47344,
12607,100000,1,1,2,27,-1,-1,-1,-1,-1,-2,1,2387,5314,
12608,50000,2,2,2,29,0,0,0,0,0,0,0,7591,56403,
12609,10000,1,2,1,30,-1,-1,-1,-1,-2,-2,1,780,1170,
12610,50000,2,1,1,54,2,2,2,0,0,0,1,7419,170506,
12611,10000,2,3,2,36,0,0,0,0,0,0,0,4524,43319,
12612,80000,1,2,2,36,0,0,0,0,0,0,0,17651,347849,
12613,50000,1,2,2,47,0,0,0,0,0,0,0,6740,161348,
12614,470000,1,1,2,27,-1,-1,-1,-1,0,0,0,47376,66112,
12615,530000,2,2,2,39,0,0,0,0,0,0,0,73385,2050858,
12616,200000,2,1,1,34,-2,-2,-2,-2,-1,0,1,236349,119019,
12617,20000,1,1,2,23,0,0,0,0,0,-1,0,23782,26558,
12618,80000,2,3,2,24,0,0,0,0,0,0,0,16087,420485,
12619,150000,2,2,2,38,-1,-1,-1,0,0,0,0,10219,13843,
12620,30000,2,2,1,41,2,2,0,0,0,-1,1,10155,118574,
12621,170000,2,5,1,37,-2,-2,-1,-1,-1,-1,0,25460,24226,
12622,230000,2,3,1,30,0,0,0,0,0,0,0,38506,955636,
12623,170000,2,2,1,37,2,0,0,2,2,2,1,37800,875969,
12624,290000,1,3,1,47,-1,-1,-2,-2,-2,-2,0,4634,1200,
12625,170000,2,2,2,27,0,0,0,0,0,0,0,16108,318817,
12626,200000,2,1,2,26,0,0,0,0,0,0,0,21490,455748,
12627,80000,1,3,1,55,0,0,0,0,0,0,0,14704,295724,
12628,340000,2,2,2,32,-2,-2,-2,-2,-2,-2,1,5000,5000,
12629,110000,2,1,2,28,0,0,2,0,0,0,0,29991,895179,
12630,10000,1,2,2,36,0,0,2,0,0,0,0,5911,49456,
12631,80000,2,2,2,27,0,0,0,0,0,0,0,10456,220473,
12632,60000,2,2,3,28,0,0,0,0,0,0,0,8488,131880,
12633,340000,2,2,2,27,-1,-1,-1,-1,-1,-1,0,44328,53524,
12634,20000,1,1,1,54,0,0,0,0,0,0,0,13689,97600,
12635,500000,1,2,1,49,-2,-1,0,0,0,0,0,213048,573135,
12636,250000,2,1,1,53,0,0,0,0,0,0,0,65213,1321665,
12637,50000,2,2,2,24,1,-2,-1,-1,0,0,0,66249,87812,
12638,100000,1,1,3,48,-1,-1,-1,0,0,-1,1,10300,6417,
12639,280000,1,1,2,31,-1,-1,-2,-1,-1,-1,1,53497,53005,
12640,500000,1,1,1,41,0,0,0,0,0,0,0,78197,2416422,
12641,20000,1,2,2,24,0,0,0,0,0,0,0,5917,97620,
12642,140000,2,2,2,24,1,-2,-1,-1,2,0,0,83372,283238,
12643,250000,2,2,2,30,0,0,0,0,0,-1,0,57340,170107,
12644,50000,1,1,2,27,-2,-2,-2,-2,-2,-2,0,0,0,
12645,70000,2,2,1,33,2,0,0,0,0,0,1,8305,191678,
12646,230000,2,2,1,27,0,0,0,0,0,0,0,46851,1235852,
12647,500000,1,3,2,31,-2,-2,-2,-2,-2,-2,0,148665,126865,
12648,280000,2,1,1,40,0,0,0,0,0,0,0,45248,1269636,
12649,160000,2,2,1,40,1,-2,-2,-2,-2,-2,0,0,0,
12650,50000,2,2,1,32,1,-2,-1,0,0,0,0,29394,79923,
12651,500000,2,1,1,38,0,0,0,0,0,0,0,15738,518571,
12652,290000,2,2,2,24,0,0,0,0,0,0,0,44311,1314256,
12653,100000,1,3,2,29,0,0,0,0,0,-2,0,16959,114046,
12654,480000,1,1,1,61,0,0,0,0,0,0,0,25672,550532,
12655,110000,2,3,2,33,0,0,0,0,0,0,0,12832,396172,
12656,350000,2,1,2,24,2,2,0,0,2,0,1,120400,525145,
12657,70000,1,2,3,34,-2,-2,-1,0,0,0,0,78772,251541,
12658,290000,1,2,1,38,0,0,0,0,0,0,0,17916,542798,
12659,210000,2,2,2,34,-2,-1,-1,-2,-2,-2,0,20515,27280,
12660,240000,1,1,1,38,-1,-1,-1,-1,-1,-1,0,46288,51074,
12661,260000,2,2,1,49,1,-2,-2,-2,-2,-2,0,0,0,
12662,80000,1,2,2,27,0,0,0,0,0,0,0,9745,147649,
12663,50000,1,2,1,38,0,0,0,0,0,0,0,12818,175558,
12664,10000,1,3,2,28,2,0,0,-1,-1,0,1,14099,33810,
12665,50000,2,6,1,45,0,0,0,0,0,0,0,11000,230732,
12666,200000,2,2,1,39,1,-2,-1,-1,-1,-2,0,20014,14963,
12667,400000,2,2,1,39,-2,-2,-2,-2,-1,-1,0,294616,350363,
12668,210000,2,1,1,37,0,0,-1,-1,-1,-1,1,35645,94366,
12669,500000,1,1,2,42,-2,-2,-2,-2,-2,-2,1,0,0,
12670,60000,1,3,1,55,-2,-2,-2,-2,-2,-2,0,0,0,
12671,150000,2,2,2,25,0,0,0,0,0,0,0,56382,899103,
12672,60000,2,1,2,26,1,-1,0,0,0,0,0,69258,182459,
12673,450000,1,5,1,35,0,0,0,0,-1,-1,0,452524,771195,
12674,430000,2,2,1,42,2,2,2,2,2,2,1,58000,1807774,
12675,50000,2,2,2,30,-1,-1,-1,0,0,-1,0,12334,12447,
12676,80000,2,2,2,23,-2,-2,-2,-2,-2,-2,0,6369,4896,
12677,200000,1,3,1,36,0,0,0,2,2,2,1,9000,165128,
12678,60000,2,2,2,25,0,0,0,0,0,0,0,12982,129876,
12679,50000,1,2,1,48,2,0,0,0,0,0,0,6467,210385,
12680,150000,2,1,1,35,0,0,0,0,0,0,0,26175,188010,
12681,200000,2,1,2,26,-1,0,-1,0,-1,-1,0,5526,9538,
12682,80000,1,2,1,29,0,0,0,0,0,0,1,16772,459830,
12683,30000,2,2,3,41,1,-1,0,0,-1,0,0,58744,77306,
12684,200000,2,2,2,33,0,0,0,0,-2,-2,0,2917,86607,
12685,170000,2,1,2,30,0,0,0,0,0,0,0,8198,124883,
12686,130000,1,2,1,52,0,0,2,2,0,0,0,25578,537780,
12687,180000,2,2,2,28,0,0,0,0,0,0,0,31500,668639,
12688,160000,1,1,2,27,-1,-1,-1,-1,-1,-1,0,45629,52094,
12689,20000,2,3,2,29,-1,2,2,-1,-1,-1,0,6505,7751,
12690,250000,1,1,2,42,0,0,0,0,0,0,0,54380,1394142,
12691,150000,1,1,2,28,-1,-1,-1,-2,-2,-2,0,6546,6642,
12692,180000,1,1,1,35,-1,-1,-1,-1,-1,-1,0,8866,3619,
12693,120000,1,1,2,27,0,0,0,0,0,0,0,9321,251553,
12694,430000,2,1,1,42,-2,-2,-2,-2,-2,-2,0,8334,9514,
12695,200000,1,1,1,38,2,0,0,0,0,0,0,29525,940392,
12696,20000,2,3,2,38,-1,-1,2,0,-1,-1,0,14581,43904,
12697,370000,2,1,1,42,0,0,0,0,0,0,0,319195,1011129,
12698,30000,2,3,2,25,0,0,0,0,0,0,0,6618,105952,
12699,180000,2,1,2,25,0,-1,2,-1,-1,2,0,23881,31837,
12700,360000,1,1,1,48,-1,-1,-1,-1,-2,-1,0,10564,14427,
12701,260000,2,1,2,33,0,0,0,0,0,0,0,233864,1094482,
12702,200000,2,1,2,25,0,0,0,0,0,0,0,25287,813289,
12703,50000,2,2,1,39,0,0,0,0,0,0,0,8042,175586,
12704,50000,2,2,2,22,3,2,0,0,0,0,1,8686,291421,
12705,270000,1,1,2,33,-1,-1,-1,-1,-1,-1,0,65918,75245,
12706,10000,2,2,2,22,2,0,0,0,0,0,1,3305,55138,
12707,390000,1,1,1,38,-1,-1,-1,0,0,-1,0,33373,64244,
12708,350000,2,1,1,50,-1,-1,-1,-1,-1,-1,0,95071,127971,
12709,350000,1,1,1,40,0,0,-1,-1,0,0,0,35682,128638,
12710,300000,1,2,2,33,0,0,0,0,0,0,0,59004,1502628,
12711,50000,1,2,2,38,0,0,0,0,0,0,0,5650,144600,
12712,250000,2,1,1,35,0,0,0,0,0,0,0,16290,449318,
12713,360000,1,1,2,33,-1,2,0,0,2,0,0,12780,41132,
12714,180000,2,1,1,42,1,-2,-2,-2,-2,-2,0,1031,1031,
12715,150000,1,4,1,41,0,0,0,0,0,0,0,17655,434562,
12716,250000,2,2,1,35,1,2,2,2,2,2,0,54578,1235690,
12717,200000,1,3,2,29,0,0,-1,-1,-1,-1,0,3542,64155,
12718,260000,2,1,1,46,-1,-1,-1,-1,-1,-1,1,4566,3797,
12719,150000,2,1,2,52,0,0,0,0,0,0,1,26411,853554,
12720,400000,2,1,2,36,-1,-1,0,-1,-1,-1,0,50429,99203,
12721,20000,1,2,1,32,0,0,0,0,0,0,0,7800,77235,
12722,90000,2,3,2,25,0,0,0,0,2,0,0,9122,261141,
12723,200000,1,3,1,34,0,0,0,0,-1,2,0,120111,342133,
12724,70000,2,1,2,27,1,2,2,2,2,2,0,14000,385028,
12725,80000,1,2,1,49,0,0,0,0,-1,-1,0,9155,34673,
12726,240000,1,1,2,43,0,0,0,0,0,-2,0,191629,377402,
12727,200000,2,1,2,28,-1,-1,-1,0,-1,0,0,74895,38739,
12728,270000,2,1,2,29,0,0,0,0,0,0,0,20919,606332,
12729,210000,2,1,1,32,1,-2,-2,-2,-2,-2,0,0,0,
12730,140000,1,2,2,24,-1,-1,-1,-1,-1,0,1,66552,101174,
12731,120000,1,3,1,36,-1,0,0,0,0,0,0,9800,197359,
12732,130000,2,1,1,36,2,2,2,2,0,0,1,24738,454079,
12733,70000,2,3,0,34,1,2,2,2,2,2,0,5500,106357,
12734,80000,1,2,2,24,0,0,0,0,0,0,0,17448,116240,
12735,170000,1,1,1,38,1,-2,-2,-2,-2,-2,1,0,0,
12736,300000,2,1,2,33,-2,-2,-2,-2,-2,-2,0,1592,2512,
12737,380000,1,1,1,37,-1,-1,-1,-1,-1,-1,0,8209,22918,
12738,110000,2,1,2,26,0,0,0,0,0,0,0,13100,303222,
12739,80000,2,1,2,24,0,0,0,-2,-2,-2,0,14300,75285,
12740,20000,1,2,2,30,0,0,0,0,0,-2,0,11565,76892,
12741,200000,1,1,2,28,-2,-2,-2,-2,-2,-2,0,894,1861,
12742,360000,1,3,1,62,0,0,0,0,0,2,0,57000,1071634,
12743,170000,2,2,2,50,-1,-1,-1,-1,-1,-1,0,9212,19284,
12744,500000,2,1,1,46,-2,-2,-1,0,0,-1,0,433820,740838,
12745,50000,2,2,2,24,0,0,0,0,0,0,0,40234,130642,
12746,50000,1,3,1,52,2,2,2,4,3,3,0,10386,241477,
12747,80000,2,3,1,26,0,0,0,0,0,0,0,12300,203076,
12748,50000,1,1,2,31,0,0,0,0,0,0,0,9138,267954,
12749,30000,2,2,2,23,0,0,0,0,0,0,1,8532,170965,
12750,30000,1,2,1,41,0,0,0,0,0,0,0,10532,44419,
12751,20000,1,3,2,23,1,2,0,0,0,3,1,6780,95941,
12752,500000,1,1,2,29,0,0,0,0,0,0,0,198306,2185374,
12753,170000,2,3,1,42,-1,-1,-1,-1,-1,-1,0,35498,2760,
12754,20000,2,1,2,23,1,-1,0,0,-1,-1,0,5089,6161,
12755,90000,1,3,2,50,0,0,0,0,0,0,0,12614,350390,
12756,230000,1,1,1,35,-1,-1,-2,-2,-2,-2,1,0,3454,
12757,210000,2,2,2,35,0,0,0,0,0,0,0,36633,1019089,
12758,20000,1,2,2,23,0,0,0,0,0,0,0,6801,126676,
12759,60000,2,2,1,48,-1,-1,-1,-1,-1,-1,0,25811,31260,
12760,300000,2,2,1,29,-1,-1,-1,-1,0,-1,0,34811,14913,
12761,50000,1,1,2,30,0,0,2,2,2,2,0,13500,274407,
12762,50000,1,2,2,35,0,0,0,0,0,0,1,3701,122852,
12763,500000,1,1,1,61,-1,-1,-1,0,0,0,0,90604,129946,
12764,490000,1,1,2,30,0,0,0,0,0,0,0,60044,1482914,
12765,110000,2,3,1,29,1,2,0,0,0,2,0,61700,536671,
12766,360000,2,2,1,27,0,0,0,-1,-1,-1,1,12051,22548,
12767,80000,2,2,1,42,0,0,-1,-1,0,0,0,70698,227345,
12768,180000,2,1,2,27,2,2,0,0,2,2,1,38805,965307,
12769,180000,2,1,2,27,-1,-1,-1,-1,-1,-1,0,41475,36171,
12770,70000,2,2,2,22,0,-1,0,0,0,0,0,77636,292956,
12771,140000,1,2,2,26,0,0,0,0,0,0,0,65439,344004,
12772,340000,2,1,2,30,-2,-2,-2,-2,-2,-2,0,44951,67477,
12773,70000,2,2,2,36,-1,2,2,2,2,2,1,8044,16643,
12774,300000,1,1,2,34,0,0,0,0,0,0,1,51654,1511006,
12775,20000,2,2,2,23,2,2,2,2,4,3,1,7613,119764,
12776,170000,2,2,1,42,-1,-1,-1,-1,-1,-1,0,5065,4265,
12777,280000,2,1,1,44,0,0,0,0,0,0,0,28011,908911,
12778,90000,2,3,2,50,0,0,0,0,0,0,0,14500,398068,
12779,160000,2,2,2,27,1,-1,-1,-2,-2,-2,1,418,418,
12780,300000,2,1,2,46,1,-2,-2,-2,-2,-2,1,0,0,
12781,60000,1,1,1,38,1,2,0,0,2,2,1,38900,343547,
12782,210000,1,1,1,46,-1,-1,-1,-1,-1,-1,0,145658,138075,
12783,130000,2,2,1,29,0,0,0,0,0,0,0,27473,696409,
12784,160000,2,1,2,35,0,0,-2,-2,-2,-2,0,0,7538,
12785,20000,2,1,2,37,0,0,0,-1,-1,-2,1,3000,12400,
12786,240000,2,2,1,40,-1,-1,-1,-1,-1,-1,0,31528,33410,
12787,340000,2,1,1,38,-1,-1,0,0,0,-1,0,217718,363613,
12788,150000,1,1,1,42,0,0,0,0,0,2,0,48271,865074,
12789,180000,1,1,1,46,0,0,0,-2,-2,-2,0,3000,204476,
12790,300000,2,1,2,26,-1,0,0,0,0,0,0,152012,314219,
12791,180000,1,2,1,44,-1,-1,-1,-1,-1,-1,0,6660,6660,
12792,50000,2,2,2,22,0,0,0,0,0,0,0,11291,210877,
12793,50000,2,3,1,55,0,0,0,0,0,2,0,6869,195436,
12794,340000,1,1,1,37,-1,-1,-1,-1,-1,-1,0,67835,62668,
12795,190000,1,1,2,31,-2,-2,-1,-1,0,0,1,1979,558,
12796,180000,2,1,1,43,-1,-1,-1,-1,-1,-1,0,82018,60708,
12797,20000,1,3,2,28,1,2,0,0,0,0,1,2850,38279,
12798,450000,1,2,2,29,0,0,0,0,0,0,0,75343,343762,
12799,100000,2,1,2,30,1,2,0,0,0,0,0,15556,520758,
12800,80000,1,2,2,26,0,0,0,0,-1,-1,0,107558,229528,
12801,10000,1,3,2,36,0,0,0,0,2,0,1,4660,49108,
12802,20000,2,2,2,22,0,0,0,0,0,0,0,4879,39721,
12803,260000,2,2,1,53,1,2,2,2,2,2,1,48656,802298,
12804,150000,1,3,1,52,0,0,0,0,0,0,1,17200,563834,
12805,500000,2,1,2,34,-2,-2,-2,-2,-2,-2,0,112441,129906,
12806,110000,2,1,1,46,-1,-1,-1,-1,-1,-1,0,31754,31466,
12807,160000,1,2,1,32,0,0,0,0,0,0,0,25000,588699,
12808,200000,2,2,2,36,0,0,0,0,0,0,0,20183,643302,
12809,190000,2,1,1,45,1,2,0,0,0,0,0,16800,462050,
12810,180000,2,1,2,28,-1,-1,-1,-1,-1,-2,1,33652,39222,
12811,50000,2,1,2,25,1,3,2,2,2,2,1,7000,172009,
12812,100000,1,3,1,54,0,0,0,5,4,3,0,32700,386925,
12813,130000,2,2,2,29,1,3,2,2,2,2,1,22080,755545,
12814,120000,1,2,1,58,-1,-1,-1,-1,-1,-1,0,2376,2376,
12815,340000,2,3,2,37,0,0,0,0,0,0,0,59136,1612727,
12816,20000,1,2,2,22,0,0,0,0,0,0,0,3661,83120,
12817,30000,1,2,1,34,0,0,0,0,0,0,1,9940,167149,
12818,250000,1,2,1,44,-1,0,-1,0,0,-2,0,21001,40299,
12819,70000,2,2,2,25,0,0,0,2,2,0,0,10085,242055,
12820,50000,2,2,3,47,2,2,2,2,2,0,0,9600,232637,
12821,280000,1,1,1,60,-2,-2,-2,-2,-2,-2,0,1980,1776,
12822,500000,2,2,1,46,-1,-1,-1,0,0,0,0,122665,319333,
12823,140000,2,2,1,50,1,2,2,2,2,2,0,27527,835836,
12824,200000,2,2,2,31,0,0,0,0,0,0,0,30347,861512,
12825,50000,1,2,1,36,2,2,7,7,7,7,1,0,14400,
12826,320000,1,1,1,58,-1,2,-1,0,0,-1,0,1832,2656,
12827,50000,2,3,1,59,1,2,0,0,0,0,0,9940,274254,
12828,30000,1,2,3,49,0,0,0,0,0,0,0,4765,52773,
12829,100000,2,1,2,25,2,2,-2,-2,-2,-2,0,150400,-50953,
12830,340000,1,2,2,44,0,0,0,0,0,0,1,370344,1801724,
12831,350000,2,2,1,38,-1,-1,-1,-1,-1,-1,0,57064,58714,
12832,20000,1,2,2,24,2,0,0,2,2,2,1,5500,39904,
12833,110000,1,1,2,26,0,0,0,0,0,0,0,25156,640202,
12834,290000,2,2,2,29,0,0,0,0,0,0,0,55562,1521206,
12835,40000,1,2,2,26,1,2,2,2,2,2,1,12850,88282,
12836,120000,1,4,1,39,2,0,0,0,0,-1,1,25170,364570,
12837,190000,1,1,1,55,-1,-1,-1,-1,-1,-1,0,19836,24540,
12838,150000,2,2,2,23,0,0,0,0,0,0,0,23018,601166,
12839,300000,2,1,2,42,-1,-1,-1,0,0,-2,0,10468,16685,
12840,240000,2,2,1,32,0,0,0,0,0,0,0,21166,118165,
12841,60000,2,2,1,33,2,0,0,0,0,0,1,13506,309339,
12842,150000,1,2,2,29,-1,-1,-1,0,0,0,0,158074,320283,
12843,80000,2,3,2,47,-2,-2,-2,-2,-2,-1,0,62338,643429,
12844,160000,2,2,1,43,-1,-1,-1,-1,-1,-1,0,18016,23118,
12845,200000,1,1,1,30,0,0,0,0,0,0,0,35653,687655,
12846,90000,1,2,1,42,2,2,2,2,2,0,0,18700,560982,
12847,360000,1,2,1,38,1,-2,-2,-2,-2,-2,0,0,0,
12848,350000,2,2,1,38,-1,-1,-1,-1,-1,-1,0,30619,29028,
12849,30000,2,3,1,51,0,0,0,0,0,0,0,11403,126060,
12850,40000,1,3,2,23,0,0,0,0,0,-2,0,3600,65144,
12851,160000,1,2,2,24,-1,0,0,-1,0,0,0,10385,25133,
12852,200000,1,2,2,40,0,0,0,0,0,2,0,12433,120502,
12853,330000,1,1,2,33,0,0,0,0,0,0,0,26619,855526,
12854,500000,1,1,1,47,-1,2,-1,0,0,-1,0,58531,92266,
12855,500000,2,2,1,28,-2,-2,-2,-1,0,0,0,37064,194694,
12856,460000,2,1,1,54,-1,-1,-1,-1,-1,-1,0,228583,218652,
12857,120000,2,1,2,27,-1,2,-1,0,-1,-1,0,18799,27313,
12858,130000,2,2,1,45,2,-1,-1,-1,-1,-1,0,14980,6080,
12859,20000,1,1,2,22,-1,0,0,0,0,0,0,38621,61450,
12860,170000,1,1,1,41,0,0,0,0,0,0,0,34980,544617,
12861,50000,2,1,1,29,0,0,0,0,0,0,0,9009,239257,
12862,50000,1,2,1,36,-1,0,0,0,0,0,1,3331,31612,
12863,50000,1,3,1,43,0,0,0,0,0,0,0,5934,108652,
12864,220000,2,1,2,36,0,0,2,0,0,0,0,13953,27810,
12865,260000,2,3,2,38,0,0,0,0,0,0,0,5183,124996,
12866,500000,2,1,1,54,0,0,0,0,0,0,0,161302,2388368,
12867,20000,2,2,2,25,0,0,0,0,0,0,0,11581,103637,
12868,20000,1,3,2,40,0,0,2,0,0,-2,1,2505,29967,
12869,80000,1,2,2,25,0,0,0,0,0,-1,0,10156,116609,
12870,500000,1,2,1,35,-2,-2,-2,-2,-2,-2,0,15284,16579,
12871,160000,1,1,2,27,-1,-1,-2,-2,-2,-2,1,0,165,
12872,200000,1,2,2,27,0,-1,-1,-1,-2,-2,0,17140,29709,
12873,50000,2,1,1,34,0,0,0,0,0,0,0,11186,274358,
12874,20000,1,2,2,25,0,0,0,0,0,0,1,5985,94004,
12875,170000,2,2,1,38,0,0,0,0,0,0,0,26957,683239,
12876,10000,1,1,2,23,-1,2,-1,-1,-1,-2,1,1170,2340,
12877,20000,2,3,2,28,1,3,6,5,4,3,1,5000,131129,
12878,150000,2,2,2,29,-1,-1,2,0,0,2,0,10677,26114,
12879,470000,2,1,1,47,0,0,0,0,0,2,0,110260,2669617,
12880,200000,2,1,1,32,0,0,0,0,0,-1,0,61229,187732,
12881,130000,2,1,2,27,0,0,0,0,0,-1,0,10218,141997,
12882,70000,2,3,2,40,0,0,2,0,0,0,0,9600,88550,
12883,270000,2,2,1,34,0,0,0,0,0,0,0,34087,1010576,
12884,150000,1,3,2,27,-1,-1,2,0,0,0,1,12253,306774,
12885,240000,2,1,1,41,1,2,0,0,0,-2,0,1200,26105,
12886,100000,2,2,1,60,-2,-1,-1,-1,-1,-1,0,1035,891,
12887,200000,1,1,1,40,-1,-1,-1,-1,-1,-1,1,43340,63215,
12888,220000,1,1,2,33,0,0,0,0,0,0,0,12000,159549,
12889,70000,1,3,1,69,1,2,0,0,0,0,1,6704,77799,
12890,260000,1,2,2,44,0,0,0,0,0,0,0,12940,376697,
12891,180000,2,1,2,29,0,0,0,0,0,0,0,28872,788420,
12892,210000,2,3,2,35,-2,-2,-2,-2,-2,-2,0,20024,21313,
12893,130000,2,2,1,36,1,2,0,0,0,0,0,25500,582251,
12894,320000,2,2,1,39,0,0,0,0,0,0,0,28163,779227,
12895,30000,2,2,2,27,2,-1,0,0,-1,-1,1,35102,38421,
12896,50000,2,2,2,25,0,0,0,0,0,0,0,20205,270144,
12897,380000,2,2,2,27,0,0,-1,0,0,0,0,270697,285768,
12898,20000,2,2,2,22,2,0,0,0,3,2,1,5427,55323,
12899,50000,1,2,2,31,2,0,0,0,-1,-1,0,5500,112953,
12900,140000,2,1,2,28,-1,-1,-1,-1,-2,-2,0,43320,51743,
12901,150000,2,3,1,46,1,-2,-2,-2,-2,-2,1,0,0,
12902,370000,1,1,2,36,0,0,0,0,0,0,1,61186,1592294,
12903,100000,2,1,1,41,0,-1,-1,-1,0,-1,0,42367,127260,
12904,100000,1,3,2,27,0,0,0,0,0,0,0,15140,428400,
12905,50000,1,2,1,29,3,2,2,0,0,0,1,4807,157014,
12906,400000,2,1,2,33,-1,2,-1,-1,-1,-1,0,40840,17850,
12907,250000,2,1,1,43,-2,-2,-2,-2,-2,-2,0,129606,163806,
12908,150000,2,3,1,45,1,-1,0,0,0,0,0,24170,45248,
12909,120000,1,3,2,37,2,2,2,2,2,2,1,23600,713922,
12910,260000,2,1,2,31,0,0,0,0,0,0,0,32150,710622,
12911,90000,2,2,2,23,0,0,0,0,0,0,0,66440,267709,
12912,130000,1,1,1,39,2,-1,-1,-1,-1,-1,0,5797,5797,
12913,50000,2,2,2,29,1,2,2,2,0,0,1,10958,285912,
12914,120000,2,2,1,29,1,2,0,0,0,0,1,23512,734072,
12915,140000,1,3,2,33,-1,-1,-1,-1,-1,-1,0,15391,14342,
12916,170000,2,1,2,34,0,0,0,0,0,0,0,24863,734330,
12917,330000,2,3,2,31,-1,-1,-1,-1,-1,-1,0,48835,50698,
12918,210000,1,2,1,33,-2,-2,-1,-1,-1,-1,1,170578,151254,
12919,300000,1,1,1,39,0,0,2,-1,-1,2,1,43918,116058,
12920,130000,2,2,1,39,0,0,0,0,0,0,0,17875,510734,
12921,360000,2,1,2,29,0,0,0,0,0,0,0,3478,78066,
12922,150000,1,2,2,26,2,2,0,0,0,0,0,3814,124870,
12923,90000,2,2,2,33,2,2,0,0,2,2,1,13010,375889,
12924,260000,2,1,1,61,1,-2,-2,-2,-2,-2,0,19631,-65382,
12925,30000,2,3,1,21,4,3,2,0,0,0,1,1000,176486,
12926,80000,2,2,1,45,0,0,0,0,0,0,0,18300,483019,
12927,500000,2,1,1,33,-2,-2,-2,-2,-2,-2,0,187667,148993,
12928,20000,2,2,1,33,0,0,0,0,0,-2,0,4262,46151,
12929,60000,1,3,2,36,0,0,0,0,0,0,0,29939,138949,
12930,210000,1,2,2,37,0,0,0,0,0,0,0,20088,103486,
12931,50000,1,1,2,24,0,0,2,2,2,2,1,9800,195153,
12932,350000,1,2,2,32,0,0,0,0,0,0,0,48600,1229910,
12933,200000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,
12934,280000,2,1,2,28,0,0,0,0,0,-1,0,161833,234594,
